letterboxd_link,tmdb,title,original_title,poster,trailer,synopsis,year,ignore_me,rating
dumb-and-dumber,8467,Dumb and Dumber,Dumb and Dumber,/4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg,,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",1994,0,-1.0
ed-wood,522,Ed Wood,Ed Wood,/mwIpZTVgnHl08RvNFvgHCINR8BL.jpg,,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",1994,0,-1.0
shallow-grave,9905,Shallow Grave,Shallow Grave,/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg,,Three friends discover their new flatmate dead but loaded with cash.,1994,0,-1.0
the-nightmare-before-christmas,9479,The Nightmare Before Christmas,The Nightmare Before Christmas,/e4pZZR1SZByveyWczQBmiXJ0lXP.jpg,,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",1993,0,-1.0
cool-runnings,864,Cool Runnings,Cool Runnings,/6fXuGEb7EqGmAeUodxm7l5ELPZ.jpg,,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",1993,0,-1.0
naked,21450,Naked,Naked,/iR0dZQIgEnlcv8I5iZGPeFaMWvl.jpg,,An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,1993,0,-1.0
true-romance,319,True Romance,True Romance,/jBQtcaXXy6gtxHwOYmZ0Hpjnbpx.jpg,,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",1993,0,-1.0
hocus-pocus,10439,Hocus Pocus,Hocus Pocus,/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg,,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",1993,0,-1.0
the-muppet-christmas-carol,10437,The Muppet Christmas Carol,The Muppet Christmas Carol,/by3MSAOvy6O80SJU6BnbSSyv4v.jpg,,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",1992,0,-1.0
malcolm-x-1992,1883,Malcolm X,Malcolm X,/k4WmDnR0HWQ9aN2sAosKVHKwxUa.jpg,,"A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.",1992,0,-1.0
batman-returns,364,Batman Returns,Batman Returns,/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg,,"Having defeated the Joker, Batman now faces the Penguin—a warped and deformed individual who is intent on being accepted into Gotham society, with the help of Max Schreck, a crooked businessman, whom he coerces into helping him run for the position of Mayor of Gotham, while they both attempt to frame Batman in a different light. Batman must attempt to clear his name, all while also deciding just what must be done with the mysterious Catwoman slinking about.",1992,0,-1.0
hook,879,Hook,Hook,/a6rB1lGXoGms7gWxRfJneQmAjNV.jpg,,"The boy who wasn't supposed grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",1991,0,-1.0
cape-fear-1991,1598,Cape Fear,Cape Fear,/ws4mrtndzgSH5QGCamOFAgilr2R.jpg,,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",1991,0,-1.0
the-fisher-king,177,The Fisher King,The Fisher King,/5mb1IV53luUNTRyF3TSC77X1KZs.jpg,,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,1991,0,-1.0
misery,1700,Misery,Misery,/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg,,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",1990,0,-1.0
the-witches,10166,The Witches,The Witches,/x9sHu20my4WCEqqkuVTxTHzGXSs.jpg,,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",1990,0,-1.0
back-to-the-future-part-iii,196,Back to the Future Part III,Back to the Future Part III,/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg,,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",1990,0,-1.0
paris-is-burning,31225,Paris Is Burning,Paris Is Burning,/90rCWH41mj9hjHUEy2SOHfuAOl3.jpg,,"Where does voguing come from, and what, exactly, is throwing shade? This landmark documentary provides a vibrant snapshot of the 1980s through the eyes of New York City's African American and Latinx Harlem drag-ball scene. Made over seven years, PARIS IS BURNING offers an intimate portrait of rival fashion ""houses,"" from fierce contests for trophies to house mothers offering sustenance in a world rampant with homophobia, transphobia, racism, AIDS, and poverty. Featuring legendary voguers, drag queens, and trans women — including Willi Ninja, Pepper LaBeija, Dorian Corey, and Venus Xtravaganza — PARIS IS BURNING brings it, celebrating the joy of movement, the force of  eloquence, and the draw of community.",1991,1,-1.0
back-to-the-future-part-ii,165,Back to the Future Part II,Back to the Future Part II,/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg,,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",1989,0,-1.0
indiana-jones-and-the-last-crusade,89,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg,,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",1989,0,-1.0
full-metal-jacket,600,Full Metal Jacket,Full Metal Jacket,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,0,-1.0
shes-gotta-have-it,27995,She's Gotta Have It,She's Gotta Have It,/qiJuXvPONqTSSnzhbCBqE7EotV.jpg,,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",1986,0,-1.0
tampopo,11830,Tampopo,タンポポ,/2XLDb3RDQmtlxt5Snnig9W4moq4.jpg,,"A pair of truck drivers happen onto a decrepit roadside fast food stop selling ramen noodles. The widowed owner, Tampopo, begs them to help her turn her establishment into a paragon of the ""art of noodle soup making"".",1985,0,-1.0
after-hours,10843,After Hours,After Hours,/1mh5QtpNYpHp3SQ2Bkj4dnmX0bA.jpg,,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.,1985,0,-1.0
mad-max-beyond-thunderdome,9355,Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,/jJlxcEVVUHnrUeEkQ0077VeHQpb.jpg,,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",1985,0,-1.0
brazil,68,Brazil,Brazil,/d0PibPzCK4fVikjoD1PqHovbvkt.jpg,,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",1985,0,-1.0
a-nightmare-on-elm-street,377,A Nightmare on Elm Street,A Nightmare on Elm Street,/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg,,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,0,-1.0
the-karate-kid,1885,The Karate Kid,The Karate Kid,/1mp4ViklKvA0WXXsNvNx0RBuiit.jpg,,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",1984,0,-1.0
gremlins,927,Gremlins,Gremlins,/72Y1X9pMSjXQ7mKB6pBEoMhL0OQ.jpg,,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.",1984,0,-1.0
paris-texas,655,"Paris, Texas","Paris, Texas",/tgw3TJTWgNUYCgL5Pa546VVVvSU.jpg,,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",1984,0,-1.0
nausicaa-of-the-valley-of-the-wind,81,Nausicaä of the Valley of the Wind,風の谷のナウシカ,/sIpcATxMrKHRRUJAGI5UIUT7XMG.jpg,,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",1984,0,-1.0
mad-max-2,8810,Mad Max 2,Mad Max 2,/bdEMdFHc3eVXDV6JnbY2xqbzNVj.jpg,,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",1981,0,-1.0
the-elephant-man,1955,The Elephant Man,The Elephant Man,/rk2lKgEtjF9HO9N2UFMRc2cMGdj.jpg,,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",1980,0,-1.0
mad-max,9659,Mad Max,Mad Max,/5LrI4GiCSrChgkdskVZiwv643Kg.jpg,,"Taking place in a dystopian Australia in the near future, Mad Max tells the story of a highway patrolman cruising the squalid back roads that have become the breeding ground of criminals foraging for gasoline and scraps. After some grisly events at the hands of a motorcycle gang, Max sets out across the barren wastelands in search of revenge.",1979,0,-1.0
